id,sentence,difficulty
72.0,"Elle pendit son linge au dossier d'une chaise, elle demeura debout, tournant, examinant les meubles, frappée d'une telle stupeur, que ses larmes ne coulaient plus ; il lui restait un sou sur les quatre sous gardés pour le lavoir. Puis, entendant rire à la fenêtre Étienne et Claude, déjà consolés, elle s'approcha, prit leurs têtes sous ses bras, s'oublia un instant devant cette chaussée grise, où elle avait vu, le matin, s'éveiller le peuple ouvrier, le travail géant de Paris ; à cette heure, le pavé échauffé par les besognes du jour allumait une réverbération ardente au-dessus de la ville, derrière le mur de l'octroi ; c'était sur ce pavé, dans cet air de fournaise, qu'on la jetait toute seule avec les petits et elle enfila d'un regard les boulevards extérieurs, à droite, à gauche, s'arrêtant aux deux bouts, prise d'une épouvante sourde, comme si sa vie, désormais, allait tenir là, entre un abattoir et un hôpital.",C2
73.0,"Le sérum, qui a pâti de la comparaison avec ses concurrents Pfizer et Moderna, est désormais considéré comme aussi efficace pour prévenir le risque d'hospitalisation.",C1
74.0,"J'ai identifié trois peurs fondamentales du robot: la crainte instinctive du métal contre la chair, la crainte sociétale, presque désespérée du robot qui va voler le travail de l'homme, et, enfin, la crainte identitaire de voir le robot nous dépasser en capacités intellectuelles ou autres.",C2
75.0,Mais d'autres pourront préférer L'Assassin des échecs ou Les Annales du Kangourou (Editions du Kangourou) .,C2
76.0,Vous ferez de la randonnée ?,B1
77.0,il y a plus de 50 pays francophones !,A1
78.0,Ils ont déjà l'obligation de les ramener chez eux.,B1
79.0,"Un autre : Oui, on leur a bien donné des noms",A2
80.0,Vous joindrez à votre formulaire les pièces justificatives et documents sous format numérique.,B2
81.0,"Merci, bon voyage.",A1
82.0,"Ce geste, presque insensible, lui fit courir, de la tête aux pieds, un grand frisson sur la peau, et, se tournant vivement, il se jeta sur elle, cherchant la bouche avec ses lèvres et la chair nue avec ses mains.",C2
83.0,Il clabaude aux esgourdes des blaireaux enfarinés et des tordus pasteurisés.,C2
84.0,"Avec sa nouvelle compagne de quatorze ans sa cadette, il dit ""vivre une renaissance"".",C1
85.0,"Entre ceux qui ne jurent que par l'introduction de l'informatique dans l'enseignement obligatoire, et ceux qui ont peur que l'on veuille transformer le primaire en une grande école d'informatique, il existe pourtant des pistes pour initier les enseignants et favoriser un passage du périscolaire au scolaire, sans avoir à attendre une réforme du socle commun qui prendra des années.",C2
86.0,"Parmi les acteurs du commerce équitable, il faut distinguer les organismes ""labellisateurs"", qui certifient des filières d'importation par produit, et les importateurs - grossistes, détaillants ou réseaux de boutiques, comme Artisans du monde -, qui ont leurs propres contacts avec les producteurs et s'autocontrôlent, faute de mieux.",C1
87.0,Elle peut donc ouvrir d'autres réflexions et finalement devenir très enrichissante.,B2
88.0,"Ce paysan pleurait et prétendait qu'on lui avait tout pris ; Fabrice lui donna un écu, et il trouva de l'avoine.",B2
89.0,"La première limite est que les instruments de contingentement spatial pris en compte donnent une idée de la maîtrise ""potentielle"" de l'urbanisation, maîtrise dérivant des possibilités fournies par le cadre légal et stratégique dont chaque canton s'est doté.",C2
90.0,Le petit chat a plu à mes parents,A2
91.0,Se prémunir contre l'altération des données et avoir la certitude qu'elles n'ont pas été modifiées lors de leur stockage ou de leur traitement contribue à la qualité des prises de décisions basées sur celles-ci.,C2
92.0,"[.] Nous sommes des joueurs/joués3"".",B2
93.0,"Quand j'ai lu, j'ai découvert de nouvelles choses surprenantes sur les locataires qui occupaient l'appartement.",B1
94.0,Vous avez dit la seule chose intelligente !,A2
95.0,Mon ami ne répond pas au téléphone.,A1
96.0,Mon frère Patrice est plus jeune que moi,A2
97.0,"Ils sont en vacances, il n'y a que nous sur cette partie de l'île.",B1
98.0,"Quand il y a des nuages avec de la neige qui tombe, c'est qu'il va neiger et qu'il peut y avoir du brouillard, des risques de congélation, de la glace et que la température sera très basse",B1
99.0,"Un escalier nous conduisit à une large coursive en hauteur qui faisait le tour du bâtiment, desservant une succession de bureaux.",C2
100.0,"Que vous cherchiez une simple annonce ou un recruteur, vous êtes sûr de ne rater aucune offre d'emploi grâce à notre système d'alerte personnalisé.",B2
101.0,"Ça nous a donc coûté de l'argent, s'énerve-t-elle.",B1
102.0,Vous vous appelez comment ?,A1
103.0,"Fabrice, à peine âgé de seize ans, représentait fort bien le chef de la maison.",B2
104.0,"Oui, je suis à Paris depuis vingt jours à peine.",A1
105.0,"L'apprentissage du code et plus largement d'une culture générale du numérique à l'école est une mesure réclamée depuis longtemps par l'Académie des Sciences, soutenue par des acteurs qui comptent dans le secteur numérique, comme la Cnil ou le Conseil national du numérique, et qui figure même dans une proposition de loi de la députée UMP Laure de la Raudière.",C2
106.0,Pourquoi ne pas avoir donné la serviette alors que tu avais déjà les plans ?,B1
107.0,"Quand je rentre, je demande à mes parents si je peux t'appeler pour avoir de tes nouvelles.",A2
108.0,"L'important, évidemment, pour les contribuables européens qui voudraient annuler leur dette, c'est que chacun des créditeurs, des créanciers soit traité de la même façon.",B2
109.0,"Même l'ambassadeur birman aux Nations unies, Kyaw Moe Tun, a rompu de manière spectaculaire avec les généraux putschistes la semaine dernière en appelant à ""mettre fin au coup d'Etat"".",C1
110.0,Le directeur aurait donné de nouvelles consignes au personnel.,B2
111.0,Vos regards m'observent.,C2
112.0,De nombreux auteurs ont spéculé sur les différents aspects de la personnalité de Léonard.,C1
113.0,"Les conséquences sur la nature sont gravissimes, notamment sur les océans qui contiendraient selon la revue américaine Science plus de 110 millions de tonnes de déchets plastiques.",B2
114.0,"Si sept millions de citadins rêvent de refaire leur vie aux champs, tous ne passent pourtant pas à l'acte. ""Il y a toujours un événement déclencheur"", constate la directrice de Changer tout.",B2
115.0,"Mon père, bien qu'il observât strictement les convenances extérieures, se permettait assez fréquemment des propos légers sur les liaisons d'amour : il les regardait comme des amusements, sinon permis, du moins excusables, et considérait le mariage seul sous un rapport sérieux.",C2
116.0,Après tout que lui offre-t-elle à part de l'ennui et une grosse boule d'angoisse au creux du ventre ?,A2
117.0,Leur pavillon mitoyen à Paris était pratiquement neuf quand ils l'avaient acheté.,B2
118.0,L'émigration galicienne sous-tend l'évolution du peuplement et l'explique en grande partie.,C1
119.0,Ces tanières se fondent dans la nature pour être quasiment invisibles.,C1
120.0,Les hommes se croient libres alors qu'ils sont contraints ou déterminés par leur nature,C2
121.0,Il fallait radicalement changer de cap en choisissant la cuisine de qualité accessible au plus grand nombre au lieu de quoi nous nous sommes repliés sur des valeurs sûres désormais désuètes et indigestes.,B2
122.0,"Nos prophéties disent que tant qu'il y aura des bisons sauvages, nous survivrons.",C1
123.0,"Je m'appelle Camille et quand j'étais enfant, j'avais des rêves plein la tête",A2
124.0,"Réaffirmant que le Sénat ne s'était livré à aucun chantage contrairement aux allégations du rapporteur pour l'Assemblée nationale, il a, au contraire, affirmé que la position de la Haute Assemblée relevait d'une conception cohérente et constante de la société.",C1
125.0,"Quelques coups de battoir partaient encore, espacés, au milieu des rires adoucis, des conversations qui s'empâtaient dans un bruit glouton de mâchoires ; tandis que la machine à vapeur, allant son train, sans repos ni trêve, semblait hausser la voix, vibrante, ronflante, emplissant l'immense salle. Mais pas une des femmes ne l'entendait ; c'était comme la respiration même du lavoir, une haleine ardente amassant sous les poutres du plafond l'éternelle buée qui flottait. La chaleur devenait intolérable ; des rais de soleil entraient à gauche, par les hautes fenêtres, allumant les vapeurs fumantes de nappes opalisées, d'un gris rose et d'un gris bleu très tendre ; et, comme des plaintes s'élevaient, le garçon Charles allait d'une fenêtre à l'autre, tirait des stores de grosse toile ; ensuite, il passa de l'autre côté, du côté de l'ombre, et ouvrit des vasistas.",C2
126.0,Que du bonheur !,A2
127.0,On semble oublier que le personnel en milieu scolaire applique déjà cette mesure.,B2
128.0,"Une association de promotion et de développement de l'apprentissage en ligne note que si la calculatrice a ""supplanté le calcul mental y compris pour des opérations basiques, et que l'utilisation d'un ordinateur relié à internet pourrait aisément remplacer une partie de notre mémoire, les opérations basiques ont ont été mémorisées en amont et c'est grâce à cette assimilation de connaissances basiques que l'apprenant peut utiliser la calculatrice"".",C1
129.0,"Tous, sauf un petit oiseau.",A1
130.0,Sa santé s'est dégradée à cause d'une infection sévère et ses jours sont comptés.,B2
131.0,La chose me vient d'être certifiée.,B1
132.0,La nouvelle a fait grand bruit: cette affaire de couvre-feu cache en fait une angoisse plus profonde.,B1
133.0,J'ai le plaisir de vous annoncer que votre demande d'inscription à l'université de Strasbourg en première année de master Sciences et Société a été acceptée,B1
134.0,"Une large majorité de français est favorable à la modification du calcul de la retraite des fonctionnaires dans le cadre de la réforme en préparation, selon un sondage publié vendredi",C2
135.0,"Aussi, les jeunes heureux réussissent à acheter leur autonomie et leur tranquillité par une réussite au lycée qui ne les dévore pas.",B2
136.0,"Une fois qu'il a tout fini, Théo peut enfin aller jouer et s'amuser avant de dîner avec ses parents.",A2
137.0,"La cinquantaine est un bel âge: on gagne en profondeur et en bienveillance, constate Philippe Wattier.",C1
138.0,Les quelques chiffres publiés à ce jour donnent une idée de la dégradation du climat entre les élèves des deux sexes.,C1
139.0,"Mais une différence apparaît en fin de cursus scolaire, les garçons prenant dans ce dernier domaine un avantage sur les filles.",B2
140.0,"Le vert par exemple, est la couleur de l'herbe et des feuilles des arbres.",A1
141.0,Elle ne ressemble à aucune des filles que je connais.,A2
142.0,"Les masses liquides transportent les plus grandes espèces connues de mammifères, et peut-être recèlent-elles des mollusques d'une incomparable taille, des crustacés effrayants à contempler, tels que seraient des homards de cent mètres ou des crabes pesant deux cents tonnes !",B2
143.0,"Force est de constater que l'écart se creuse entre les pays en développement qui, progressivement, sortent de la pénurie chronique, et ceux qui stagnent ou régressent dans leur combat contre la faim.",C1
144.0,"Une huitième édition dominée par le duel au sommet avec Alex Thomson, une course poursuite menée par Armel depuis le 23 novembre dernier, quarante-sept jours de haute tension qui se terminent aujourd'hui",C1
145.0,Pourquoi on ne peut pas entrer dans la chambre ?,A1
146.0,À très bientôt.,A2
147.0,"C'était cette comparaison, tacitement et inlassablement répétée dans une même toile, qui y introduisait cette puissante et multiforme unité, cause, parfois non clairement aperçue par eux, de l'enthousiasme qu'excitait chez certains amateurs la peinture d'Elstir.",C2
148.0,Soyons sérieux,B2
149.0,Bienheureux le quidam que voilà débarrassé de cette peur originelle d'échouer et de faire faux,C2
150.0,Je prends le train.,A1
151.0,"C'est dans sa lettre à Schuller, extraite de sa Correspondance, que Spinoza dénonce l'illusion du libre arbitre",C2
152.0,Je prends mon petit-déjeuner dans la cuisine.,A1
153.0,Il nous arrive de procéder de cette façon de temps en temps.,A2
154.0,"Alors qu'au cours du Paléolithique, la diffusion avait fractionné l'écoumène en petits groupes, la tendance depuis la fin de la dernière glaciation est à l'épaississement des relations dans l'Ancien Monde, par augmentation des effectifs et par tissage d'interconnexions.",C2
155.0,"Or, la croissance démographique concerne surtout les pays en voie de développement, qui connaissent aujourd'hui des problèmes de sous-alimentation et de mauvaise alimentation.",C1
156.0,Je suis dans ma chambre.,A1
157.0,Une indéniable sérénité se reflétait sur ses traits.,C2
158.0,Le jour de l'An correspond au 1 janvier.,A1
159.0,"Étant féru d'art, Yves Saint Laurent a constitué, au fil des années, une importante collection d'objets précieux et de peintures qui ont inspiré certaines de ses créations.",C1
160.0,Ils suivaient une sente creuse que dominait des deux côtés un talus de six pieds de haut.,C2
161.0,Je ne comprends pas.,A1
162.0,"Mais, à partir de ce moment, elle n'écouta plus ; et le choeur des conviés, la scène d'Ashton et de son valet, le grand duo en ré majeur, tout passa pour elle dans l'éloignement, comme si les instruments fussent devenus moins sonores et les personnages plus reculés ; elle se rappelait les parties de cartes chez le pharmacien, et la promenade chez la nourrice, les lectures sous la tonnelle, les tête-à-tête au coin du feu, tout ce pauvre amour si calme et si long, si discret, si tendre, et qu'elle avait oublié cependant.",C2
163.0,"Et nos esprits qui reçoivent les instructions de ces organes, diversement impressionnés, comprennent, analysent et jugent comme si chacun de nous appartenait à une autre race.",C1
164.0,"Trop concrète peut-être après le temps du rêve. Aucun terminus ne semble, pour l'écrivain, pouvoir justifier d'avoir enduré tant de souffrances, ni inciter à rompre avec le temps du vagabondage.",C2
165.0,"""Nous explorons la meilleure voie légale, probablement via le système interaméricain, en invoquant la déclaration des droits de l'homme de 1948"".",C1
166.0,"À ce compte-là, les cours de langue au collège pourraient être profitablement remplacés par des séances de mémorisation de l'annuaire",C2
167.0,Je préfère un autre bijou.,A1
168.0,Il n'a pas de veste,A1
169.0,Un autre inconvénient à cette interdiction est le risque de priver les adolescents d'un apprentissage sur l'utilisation raisonnée d'Internet et des réseaux sociaux.,B2
170.0,Le massacre est commémoré sur le drapeau de la ville de Chicago par sa première étoile rouge,B1
171.0,Je ne trouve pas la rue du marché.,A1
172.0,"Fruit d'une pensée élaborée depuis la Renaissance, l'individualisme est un projet de société dans lequel chacun devrait trouver les meilleures conditions de sa réalisation et de son épanouissement.",C1
173.0,"Cette année, ce n'est pas moins de 12 millions d'élèves qui ont repris le chemin de l'école.",A2
174.0,"Sébastien Granet et Hélène Lavoie, la cheffe, nous ont accueillis malgré un autobus de visiteurs qui ripaillaient",C2
175.0,Les parents qui ont du mal à couper le cordon s'étonnent que leurs enfants préfèrent brancher leur boîte vocale et ne répondent pas à leurs appels.,B2
176.0,"C'est pourquoi nous demandons aujourd'hui que le président de la République tienne sa parole et soumette, 'sans filtre', les propositions de la Convention au référendum, au parlement ou à application réglementaire directe.",C1
177.0,Je ne trouve pas mes clés de maison.,A1
178.0,"Les industriels polluent l'eau, l'air et les sols avec leurs produits toxiques.",B2
179.0,Il met son plus beau costume et son chapeau,B1
180.0,"D'abord, la dernière élection présidentielle, où le vote pour le Front national fut autant le fait des jeunes électeurs que de leurs aînés.",B2
181.0,"Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d'accord pour que la programmation informatique soient enseignée à l'école (24 % à partir du primaire, 41 % à partir du collège).",C2
182.0,Les parents de banlieue se sont organisés pour les devoirs des enfants.,A2
183.0,Vous attendîtes la surprise que vos parents vous eurent promise,C2
184.0,"Le duo n'a pas grand chose en commun, mis à part ses positions relativement conservatrices, qui lui vaut les foudres des progressistes.",B2
185.0,"Or, sur les quelque 6 000 langues qui existent actuellement dans le monde, la moitié compte moins de 10 000 locuteurs et un quart moins de 1 000.",C1
186.0,"Les passants semblent moins pressés, et s'attardent plus facilement devant une devanture ou dansles rayons.",B2
187.0,A qui appartient le chien qui aboie nuit et jour ?,B1
188.0,Elle sait parler anglais et espagnol,A1
189.0,"Ce phénomène, c'est l'apparition d'une génération inédite.",B2
190.0,"Après l'ambiance de luxe, ici c'est comme un tranquille village",B1
191.0,"Des chiffres tirés d'une des rares enquêtes sur le sujet, réalisée en 2000 (publiée en 2001) par l'Institut de recherche sur l'économie de l'éducation auprès des parents de 2 500 enfants de l'académie.",C2
192.0,Monet peignit ce portrait emplit de sensualité et lourd de symbolisme.,C1
193.0,Elle pense à lui.,A1
194.0,"Oui, l'ouragan a touché terre la nuit dernière dans le nord du Nicaragua, il s'est ensuite étendu à plusieurs pays d'Amérique centrale",B1
195.0,Je viens d'emménager dans ma nouvelle maison,A2
196.0,"De toute façon, chacun sait que, pour choisir son logement idéal, cela peut prendre plusieurs mois.",B1
197.0,"Parmi les habitants de la région, il y a ceux qui veulent revenir et ceux qui ne veulent pas",A2
198.0,Nous apportons des arguments experimentaux et théoriques en faveur d'un mecanisme intramoleculaire.,C2
199.0,"On choisit la date, le lieu et le projet qui nous intéressent, on paye et on part !",B1
200.0,"Dans les campagnes, c'est différent !",A2
201.0,Faites des groupes de trois personnes.,A1
202.0,"La salle craquait sous les bravos ; on recommença la strette entière ; les amoureux parlaient des fleurs de leur tombe, de serments, d'exil, de fatalité, d'espérances, et quand ils poussèrent l'adieu final, Emma jeta un cri aigu, qui se confondit avec la vibration des derniers accords.",C2
203.0,Le Président a promis qu'il tiendrait toutes ses promesses.,B1
204.0,Qu'allez-vous faire demain ?,B1
205.0,Où se trouve le supermarché?,A1
206.0,"Il donna cette feuille à l'alouette, et lui ordonna de la laisser tomber sur la tête du dragon.",A2
207.0,Je vous conseille d'écouter deux fois cette histoire avant de passer à la suite.,A2
208.0,"Après 22 ans de vie parisienne, cet ancien designer-graphiste a décidé de se consacrer à sa passion de toujours : la cuisine",C1
209.0,Je ne veux plus le voir parce qu'on s'est disputés la dernière fois que l'on s'est vus.,A2
210.0,"En France, si je parle anglais à mon fils, Mathias, il me répond plutôt en français.",B1
211.0,Nous les mangeons ensemble le samedi soir.,A1
212.0,"Ça veut dire ""Sapeurs-Pompiers""",C1
213.0,Les sexagénaires sont jeunes.,B2
214.0,"Et le vieux chef a toujours raison, car c'est le seul qui parle aux dieux.",B1
215.0,J'ai cherché à te joindre il y a une heure.,A2
216.0,Cela nécessite des équipements et suffisamment de place.,B2
217.0,J'ai soif.,A1
218.0,Léonard de Vinci a eu beaucoup d'amis qui sont reconnus dans leurs domaines respectifs ou ont eu une influence importante sur l'Histoire.,B2
219.0,"L'incarnation nous met en présence de l'immuable qui est par lui-même quelque chose de général; et cet immuable revêtant le caractère de l'individualité, ce caractère même devient quelque chose d'universel.",C2
220.0,Vous avez une réduction ?,A1
221.0,"Je n'aime pas la pluie, surtout pendant les vacances.",A1
222.0,Je serai ravi de t'accueillir.,A2
223.0,Le petit chat plaît à mes parents.,A2
224.0,"Comme l'enfant séparé de sa mère trouve dans son ""doudou"" un moyen de se rassurer, le smartphone, objet transitionnel, ne permettrait-il pas de lutter contre les frustrations et affects négatifs provoqués par le monde social ?",C2
225.0,Twitter va bannir les utilisateurs en cas de désinformation répétée sur les vaccins.,B2
226.0,"C'est, de manière plus générale et de façon indiscutable, le meilleur joueur du monde.",B1
227.0,"Cette ""fin des grands récits"" est largement celle où les lieux étaient classés par étapes - la succession des modes de production marxistes en représentait la version la plus formalisée, mais parler de sous-développement ou de décollage s'inscrivait dans le même paradigme évolutionniste.",C2
228.0,"Ici, le travail est un châtiment divin, imposé par Dieu aux Hommes pour les punir de leur désobéissance",C2
229.0,"Même sans se considérer forcément comme un ""cyberaddict"", tout un chacun peut s'inspirer de ces techniques pour y puiser des conseils.",C2
230.0,Ils sont pas chers,A1
231.0,"Je sais qu'elle vit seule avec son père, mais je ne lui ai jamais demandé pourquoi.",B1
232.0,"Ces deux étapes se caractérisent pas la difficulté éprouvée par le couple devant les choix qu'impose l'éducation de leurs enfants (école, religion, langue.).",C2
233.0,"Ainsi l'inaltérable patience de robots instituteurs en Corée du Nord et au Japon convient elle aux enfants autistes, mais nul ne sait comment évolueront les autres enfants qui n'apprennent pas à composer avec les humeurs d'un professeur humain.",C1
234.0,La communauté scientifique apprécie peu la présence de femmes.,B2
235.0,Les anciennes générations sont beaucoup plus conservatrices que les jeunes générations.,B2
236.0,Etes-vous à la maison ?,A1
237.0,Quand les rencontrer?,A2
238.0,"Entre ceux qui ne jurent que par l'introduction de l'informatique comme un enseignement obligatoire, et ceux qui ont peur que l'on veuille transformer le primaire en une prépa à l'Ecole 42, il existe pourtant des pistes pour initier les enseignants et favoriser un passage du périscolaire au scolaire, sans avoir à attendre une réforme du socle commun qui prendra des années.",C2
239.0,Un message d'urgence des pompiers vient de tomber :,A2
240.0,J'étais donc lycéen et pompier à la fois.,A2
241.0,Un journaliste de Art Press a interviewé Agathe sur la performance dans laquelle elle a participé.,B2
242.0,Je ne crois pas que les enfants vont réussir.,A2
243.0,C'est vrai qu'ils sont très bons mais j'ai peur qu'il tombe malade,B1
244.0,"C'est d'accord pour samedi, je viens avec ma soeur Katrine.",A1
245.0,"Les Cyanobactéries se distinguent des Bactéries par la présence de chlorophylle A et de pigments accessoires hydrosolubles, les phycobilines rouge et bleue.",C1
246.0,"Celles-ci n'influeront sur la recherche scientifique que vers le milieu du XVIIe siècle: et l'on peut, il me semble, attribuer au grand naturaliste Réaumur le mérite d'en avoir tiré les premières conséquences expérimentales dans ses recherches sur la prolongation de la vie chez les insectes.",C2
247.0,"Même à l'université, les études sont trop focalisées et seuls 5 % des étudiants qui ont un doctorat occuperont une fonction académique.",C2
248.0,"Et si boire chaud donne chaud, c'est un mal pour un bien car la température élevée du liquide augmente la température interne du corps et stimule ainsi la transpiration.",B1
249.0,"Le soir venu, il faut rentrer en prenant le même chemin que le matin",A2
250.0,Je suis vraiment plus dans le flow,A2
251.0,L'élastique s'est distendu.,B1
